"YEAR","sclass","PERC_AREA","AREA_TOTAL","PERC_AREA_VAR","AREA_TOTAL_VAR","nPlots_AREA","N"
2002,"A",19.9694937291109,1951152.57971976,0.955530688636266,97486184369.9912,75,949
2002,"B",27.2619612148818,2663675.2375497,1.76328118661371,130354277685.389,76,949
2002,"C",34.476340874865,3368568.19455711,2.82904605621963,136641375732.309,116,949
2002,"D",5.96816654828025,583129.633371664,0.0844990814670942,25315355563.4844,22,949
2002,"E",12.3240376328621,1204140.58293669,0.362672873726252,67927571264.7668,32,949
2003,"A",13.7794043677365,1342866.73145157,0.474620876193143,46355189929.0426,74,950
2003,"B",22.8042263851136,2222377.40702065,1.29567040638453,100189629924.553,70,950
2003,"C",40.5289816608136,3949736.84489221,4.08851681033048,156522958914.1,113,950
2003,"D",10.4276914298094,1016226.79277203,0.272661228225555,52546193517.0862,32,950
2003,"E",12.4596961565269,1214255.05820637,0.384240704480124,60774766160.5167,31,950
2004,"A",20.8986212225656,2204715.51701516,0.873326739842724,95110726938.0771,81,953
2004,"B",21.4911383450101,2267223.54948479,0.931137544838856,84143971948.9837,75,953
2004,"C",38.1020154955997,4019600.33143221,2.89820664433041,173892712771.679,115,953
2004,"D",5.17480776612715,545920.176170862,0.0537902371707958,25465583211.3942,19,953
2004,"E",14.3334171706975,1512114.45537692,0.410419348561821,73584698916.0378,42,953
2005,"A",22.1475377995786,2212681.17165884,0.989317782084763,99809521477.1961,78,945
2005,"B",24.5632358763763,2454024.91376295,1.22035599255665,96625343243.1542,77,945
2005,"C",35.7896700338603,3575617.73865951,2.59464825284872,128574489860.995,117,945
2005,"D",8.3863243277282,837847.624747781,0.143049842819874,37172082291.8628,28,945
2005,"E",9.11323196245658,910470.362835134,0.168443173298119,42951027520.161,30,945
2006,"A",21.7184506315591,2206556.9463371,0.871686439178919,96313027723.0465,81,968
2006,"B",22.6730584555648,2303543.44693152,0.957848264239454,88220087006.1686,70,968
2006,"C",35.2687891542759,3583247.85766173,2.29366622469032,138637941905.193,114,968
2006,"D",8.38465274403324,851866.188285405,0.129651210286288,41867929512.3534,27,968
2006,"E",11.955049014567,1214612.26191528,0.264884854379923,52724526727.9005,40,968
2007,"A",19.567688060412,1962220.62030788,0.750590426117075,75235777099.3701,91,966
2007,"B",25.0336018814585,2510334.87761668,1.22948330699304,101897748237.976,81,966
2007,"C",37.2823721475211,3738624.57210071,2.71318540861694,155404702565.804,109,966
2007,"D",7.43628352500009,745700.198519194,0.10916790933508,33029337810.2983,26,966
2007,"E",10.6800543856083,1070981.0416412,0.224005946813188,51594615993.9854,27,966
2008,"A",22.9456560423106,2204717.48568123,1.20376132656448,87291648314.0881,95,948
2008,"B",24.3021071374503,2335051.15068569,1.34143948387954,107490973677.503,78,948
2008,"C",33.6398964749276,3232266.17874949,2.5877958833719,127738314877.012,106,948
2008,"D",4.8714262896579,468067.624704729,0.0551357113277732,12888028132.2064,23,948
2008,"E",14.2409140556537,1368328.3743419,0.465241490409017,56669672307.3538,33,948
2009,"A",21.3458144735873,2126938.73161778,1.14850945040539,117873344915.951,87,946
2009,"B",27.583253056043,2343140.5200328,2.01672714814198,86824765534.3786,82,922
2009,"C",33.0973720676093,3297886.93012715,2.76550352417672,160930660070.447,94,946
2009,"D",10.2188125829907,1018222.48576179,0.265039397861909,64578618213.4752,28,946
2009,"E",11.8223997526332,1178007.04984382,0.349153492322136,73300409506.4096,35,946
2010,"A",15.4380473429585,26781.633053953,64.5033319080538,557946049.481964,3,915
2010,"B",25.5451854837045,125334.075423394,76.4657510203737,12121627411.2098,1,949
2010,"C",38.104408903612,186954.244765052,169.319057813188,15635109663.2313,4,949
2010,"D",23.3731881837107,74130.0922499207,111.826954088049,4240447480.00716,1,34
2010,"E",44.6377547716457,77436.7341988895,532.720771221128,4402895190.62162,2,915
2011,"A",15.1930795627575,19640.9670550229,17.8193220190904,151759102.921624,3,324
2011,"C",84.8069204372425,109634.779668297,545.991671996562,1325186288.55544,5,324
2012,"A",22.4787694747874,2084282.09499782,1.59032491561679,95140312980.0364,99,964
2012,"B",25.9150609693426,2402902.77587308,2.10499730397342,115715588349.746,80,964
2012,"C",30.6706447209539,2843851.20393821,2.95762388933605,118492526015.858,102,964
2012,"D",7.74419938655143,718059.595725932,0.188371122115701,30440699293.6943,30,964
2012,"E",13.1913254483647,1223129.38313433,0.545648438335965,61653133608.9028,38,964
2013,"A",18.4374442343081,1779923.27422664,0.985231690419071,75733970802.4856,95,968
2013,"B",21.289176860251,2055225.27423715,1.30294562212334,111959300519.978,63,968
2013,"C",31.3683689021188,3028255.39016491,2.83968820587968,122812764561.118,103,968
2013,"D",13.7523626031152,1327632.50490761,0.549771582224849,40946441070.0608,30,968
2013,"E",15.1526474002068,1462813.90365328,0.666302526969715,72521053986.4469,45,968
2014,"A",28.5344508917372,2913168.23820361,2.13992461911952,131210606902.098,109,967
2014,"B",20.1456345748207,2056728.65423244,1.06699540257293,87046193583.0149,67,967
2014,"C",28.0718239405206,2865937.25606435,2.07240583180169,127509397901.971,95,967
2014,"D",8.83506607051652,901998.568562333,0.204382340102403,53888125119.7045,28,967
2014,"E",14.4130245224049,1471469.18699874,0.54251641218604,81963926600.2783,50,967
2015,"A",24.9350342469782,2363380.83967697,1.74498684147514,92801438900.6346,108,959
2015,"B",22.001543538055,2085340.08520399,1.35899118746006,77185403417.2213,77,959
2015,"C",35.4493011635878,3359939.20522146,3.51690279879142,146099434012.296,115,959
2015,"D",8.32330327349944,788895.466698349,0.193513871930621,38704781658.2296,26,959
2015,"E",9.29081777787953,880597.977274951,0.243667671641856,45052221781.2431,35,959
2016,"A",21.6891359716649,2248135.94962946,1.16352123417237,84011674630.9198,101,971
2016,"B",22.7656983352766,2359724.46817697,1.28371933796711,97842411256.4895,66,971
2016,"C",36.097222582887,3741571.99606211,3.21255599507499,156106050754.357,124,971
2016,"D",11.0804746750458,1148520.32319188,0.30160241439545,52306880198.4544,40,971
2016,"E",8.36746843512563,867310.095753514,0.174237597884476,35047943411.8609,37,971
2017,"A",27.1726457368773,2619728.56101311,1.86254046156389,104036505784.249,116,973
2017,"B",20.7052200447687,1996200.76891251,1.08138556909989,83617039362.3599,74,973
2017,"C",33.0822770850981,3189479.11743323,2.7698235782977,124202358343.264,113,973
2017,"D",6.8980437523191,665043.897751311,0.120849641619824,26999481045.5737,28,973
2017,"E",12.1418133809368,1170598.38797232,0.371550872758625,61831791106.3487,30,973
2018,"A",22.6986953611168,2096142.67500608,1.52672252886958,83731307701.8978,97,955
2018,"B",23.5988403139933,2179267.81587422,1.64952067054037,101092961729.522,72,955
2018,"C",32.5650939547021,3007269.01119462,3.13997732882573,128132353884.057,102,955
2018,"D",9.28495994611485,857432.573508751,0.25815963201597,33920677470.1701,28,955
2018,"E",11.8524104240729,1094527.36804182,0.414603808274151,57269120460.8026,36,955
2019,"A",23.5227257539116,2271223.60858715,1.78741217647851,94111430105.0348,97,936
2019,"B",20.8163024475584,2009906.42228285,1.39963345043474,87170880536.0124,70,936
2019,"C",26.3673960171021,2545889.15236793,2.23248382736644,112937981655.745,92,936
2019,"D",14.292856614568,1380038.76407732,0.65163026804636,98487254978.0598,32,936
2019,"E",15.0007191668598,1448386.03629481,0.719572813905107,85055291505.5354,45,936
