"YEAR","STATE","ew","sclass","PERC_CHNG","AREA_CHNG","PREV_AREA","PERC_CHNG_VAR","AREA_CHNG_VAR","PREV_AREA_VAR","nPlots_AREA","N"
2017,"Oregon","eastside","A",-0.781752310344137,-18874.2583361786,2414352.74145463,0.00118105780923637,148674758.591302,13163569663.7992,1201,10139
2017,"Oregon","eastside","B",-0.327258534232727,-38031.5714148522,11621261.9188126,3.12085801756142e-05,264958673.986101,45982689157.9924,3232,10139
2017,"Oregon","eastside","C",-2.24869766952356,-16736.7327518635,744285.591553516,0.0353803158023722,29437921.6784276,4052368782.09962,321,10139
2017,"Oregon","eastside","D",-1.97575716444934,-804.126725845292,40699.6740446799,0.285090167691671,2711878.84732112,131221589.911763,33,10139
2017,"Oregon","eastside","E",0.545540774767088,32999.5308549663,6048957.72805526,0.000207528835133178,109358651.307363,23117958758.1455,1928,10139
2017,"Oregon","westside","A",-0.484108920887143,-5372.95962529099,1109865.85734568,0.00102006243739435,115932963.663104,7257382755.45115,434,10139
2017,"Oregon","westside","B",-0.137926593833113,-5558.90012927666,4030332.34910647,1.99190487564139e-05,181623792.768007,21061418113.9236,932,10139
2017,"Oregon","westside","C",1.38177705420495,1538.69091035563,111355.946002517,0.104229034447043,12403609.0384284,596051163.4056,77,10139
2017,"Oregon","westside","D",34.1517632724236,466.375941011218,1365.59842398475,651.37973399856,185529.314641073,1035123.86471538,5,9917
2017,"Oregon","westside","E",0.286263668704301,11082.7873859021,3871531.24812013,0.000135115065588199,120579549.819856,18338719111.3755,954,10139
2017,"Washington","eastside","A",3.41646837900478,25373.9753472835,742696.039665234,0.125170565823821,70488250.0302066,5763258050.89532,385,5606
2017,"Washington","eastside","B",-0.646914572409836,-46362.8026899701,7166758.12654258,0.000272884976524942,157473352.180078,35861166865.7447,1356,5606
2017,"Washington","eastside","C",0.252948429036393,1802.01402761111,712403.723745542,0.000967859353984709,35320362.269751,5687241044.67413,218,5606
2017,"Washington","eastside","D",12.0047364913613,1670.90539733604,13918.7178205739,66.5457406987862,1480310.2369245,89277503.8762808,12,5606
2017,"Washington","eastside","E",0.669179496748831,13423.0878981626,2005902.44670943,0.00185691401054,95776351.947705,15247704891.2575,466,5606
2017,"Washington","westside","A",-1.03151308183042,-19909.3045518639,1930106.84038392,0.00374471614058229,162836075.471008,14654067682.2365,496,5606
2017,"Washington","westside","B",0.0451811166249561,2357.28155307817,5217404.36971872,1.52999133734839e-05,231004224.313367,29799134351.045,986,5606
2017,"Washington","westside","C",1.43166265549089,2857.02608781908,199560.006462519,0.0666054194984216,20729176.0031014,1152862152.44325,115,5606
2017,"Washington","westside","D",-1.03434038004993,-428.255288376749,41403.7097107314,0.14607846115909,1410929.6194129,256566185.773312,18,5421
2017,"Washington","westside","E",-0.0143136509391147,-660.829976116408,4616781.41326309,4.97321750927325e-06,122234907.372007,24336930181.3596,833,5606
2018,"Oregon","eastside","A",-0.761092520250885,-18305.2750189149,2405131.37783575,0.000961608812707535,131846951.889768,11298259764.9981,1380,11598
2018,"Oregon","eastside","B",-0.305475468196331,-35416.5988915801,11593925.7252624,2.34553781472182e-05,232315517.803294,39639197275.0372,3686,11598
2018,"Oregon","eastside","C",-2.39774120606253,-17798.4129359175,742299.164351657,0.0356205548559517,27437026.846329,3570393569.20558,360,11598
2018,"Oregon","eastside","D",0.670317128604715,259.013661307155,38640.4658711764,0.042004694050046,2816140.35125312,108141229.009195,36,11598
2018,"Oregon","eastside","E",0.535313910867427,31916.2482156985,5962155.58156917,0.000176633252747644,95029351.4887596,19772545400.7539,2191,11598
2018,"Oregon","westside","A",0.0772412965256739,830.958454219321,1075795.58033846,0.000184151005906489,100921073.52085,6177667276.39636,500,11598
2018,"Oregon","westside","B",-0.142361611354717,-5709.22806999457,4010370.50344218,1.8702930367691e-05,151838057.857109,18152527356.9876,1057,11598
2018,"Oregon","westside","C",-0.524597401072932,-721.10342503799,137458.444049314,0.00700044359583746,13321209.0576403,668860203.816465,95,11598
2018,"Oregon","westside","D",42.2431845254291,497.383539558516,1177.42908151043,1006.28779768806,152852.157732867,777915.011060409,6,11339
2018,"Oregon","westside","E",0.127268912081819,5050.22560542429,3968153.35561097,3.32544700175721e-05,101798096.265236,16354520568.6668,1098,11598
2018,"Washington","eastside","A",3.09363809669767,23972.9927651797,774912.643814731,0.0818484314178097,59614281.0676344,4993079705.46692,445,6527
2018,"Washington","eastside","B",-0.723759218738737,-51662.116560538,7138025.35746173,0.00029037948025752,137601850.087111,30099325524.8947,1579,6527
2018,"Washington","eastside","C",0.563450385044356,3975.43031655033,705551.087029139,0.00341614871929921,32336076.8653749,4699621594.69111,254,6527
2018,"Washington","eastside","D",17.8281004801975,2669.79719769652,14975.2196015609,97.9187014345104,3990372.38088218,68899441.3205077,15,6527
2018,"Washington","eastside","E",0.894336088282701,17753.1205526373,1985061.40870674,0.00276816235164896,80801714.4065733,12783950207.9752,535,6527
2018,"Washington","westside","A",-0.7840016557148,-14796.9290035557,1887359.40743198,0.00183042100380213,144190781.258312,12330925253.1961,578,6527
2018,"Washington","westside","B",-0.0661941433466163,-3547.23730655086,5358838.60295049,5.28104487347392e-06,198414792.146588,25435479437.4946,1159,6527
2018,"Washington","westside","C",2.19273471690798,4144.15766094525,188994.939925474,0.131963153443609,16229197.5160895,911823665.955245,132,6527
2018,"Washington","westside","D",-2.49463269426375,-1186.99384804906,47581.9085823128,0.745329044576239,2043299.50931706,285806394.258986,23,6308
2018,"Washington","westside","E",-0.0461533940935697,-2123.52740678558,4601021.11337775,4.19079963636285e-06,102714162.932002,20621575644.2086,957,6527
2019,"Oregon","eastside","A",-0.632417159317504,-14952.3433407935,2364316.51489814,0.000576409632412162,114352741.380874,9735509481.00943,1533,13050
2019,"Oregon","eastside","B",-0.34818237889609,-40129.9597411266,11525557.3439295,2.75344345226914e-05,207355421.503397,34864763911.7622,4125,13050
2019,"Oregon","eastside","C",-1.77800052138638,-12426.6689288459,698912.558200845,0.0178303246645409,25063419.1825517,2926895239.81023,397,13050
2019,"Oregon","eastside","D",-0.49260747843747,-237.667050956006,48246.7403275881,0.0158018351948725,2758473.36281589,189451669.493445,41,13050
2019,"Oregon","eastside","E",0.555430184722206,33588.8354248497,6047355.06797293,0.000164160277067317,88353763.2258871,17604911345.3092,2497,13050
2019,"Oregon","westside","A",0.613403274837652,6497.59568731,1059269.80729435,0.00237667261843724,90903407.7459985,5449965653.27821,572,13050
2019,"Oregon","westside","B",-0.215030837289291,-8740.70489497012,4064861.11720378,3.58743176422467e-05,132965258.073116,16215796545.8464,1197,13050
2019,"Oregon","westside","C",-1.58817077351412,-2346.4993491868,147748.553765081,0.0659956859864078,11770291.1700341,642220562.823673,113,13050
2019,"Oregon","westside","D",77.3142298674355,801.513796751009,1036.69634700533,3395.30998966421,264501.268598001,608814.076197488,7,13050
2019,"Oregon","westside","E",0.0698005835471351,2766.28221965248,3963121.90969644,1.50437483142141e-05,89461484.0754025,14469420903.1274,1234,13050
2019,"Washington","eastside","A",2.91909869978339,23134.7292249397,792529.873233008,0.0634111460137262,56135963.7485942,4526334640.6441,506,7427
2019,"Washington","eastside","B",-0.769097444322825,-54288.4049248204,7058716.07369859,0.000294613194893514,125501691.24022,26453723211.0407,1796,7427
2019,"Washington","eastside","C",0.899713652885972,6244.87278636399,694095.589894917,0.00752847950243604,28998388.5361262,4150216104.10862,287,7427
2019,"Washington","eastside","D",18.8916245532084,2498.4586938705,13225.2188626424,109.400910772837,3193856.07231386,53478931.1810016,16,7427
2019,"Washington","eastside","E",0.996471764675322,20145.6745743822,2021700.49253189,0.00296512101438597,71004120.7156307,11536114531.6513,624,7427
2019,"Washington","westside","A",-0.785491890498229,-14469.7249221907,1842122.76373887,0.00168481421360044,126641911.897593,10783116447.1438,643,7427
2019,"Washington","westside","B",-0.180198415263355,-9730.03665422504,5399623.8757177,1.77543757452236e-05,178538697.487291,22238552647.2839,1310,7427
2019,"Washington","westside","C",3.24565780164381,5917.92303315685,182333.548230489,0.262804499169307,15078811.2724454,789708914.052694,148,7427
2019,"Washington","westside","D",-4.35063483184473,-2433.12917623753,55925.8423260004,1.88094758754125,2516929.0507394,321766499.943344,25,7427
2019,"Washington","westside","E",0.0523803959499128,2371.6824220639,4527805.44906867,9.69811153944644e-06,91358302.9092593,18098433118.7486,1087,7427
